Work Id Number,Work Name,Block,Panchayat
202437602192,"Alphabet printing work of local languages ​​Halbi-Hindi, Halbi-English, Gondi-Hindi, Gondi-English, in 167 Primary Schools and 312 Anganwadi Centres of Development Block Dantewada.",DANTEWADA,
202337600502,Maa Danteshwari High School Ground Construction Work Part-3,DANTEWADA,
202437601431,Organizing school admission festival in all the development blocks of Dantewada district.,DANTEWADA,
202437602498,Toilet construction work near Narayan Temple,DANTEWADA,
202537600265,"E-rickshaw supply work to two disabled beneficiaries, Mrs. Parvati Yadav and Mr. Johan Nag of Geedam and Katekalyan under Dantewada district.",DANTEWADA,
202437601511,Construction of shed for vehicle parking in Ward No. 6.,DANTEWADA,
202437600032,"Operation of Nanhe Parinde organization operated under Dantewada district, work related to additional nutrition diet in Navodaya Vidyalaya Pre-Selection Training Institute, Patarras.",DANTEWADA,
202337601116,Toilet Block Construction Work Part-07 in Herbal Garden Orange Area Amwarabhata Dantewada,DANTEWADA,
202337601115,Toilet block construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-06,DANTEWADA,
202437601398,Planetarium show program in all four development blocks and municipalities/nagarpanchayats of Dantewada district.,DANTEWADA,
202337601095,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-05,DANTEWADA,
202337601088,Herbal Garden Orange Area Stone Garden Construction Work Part-02 in Amvarabhata Dantewada,DANTEWADA,
202237600814,"Funding work for running BCA course in Government Danteshwari Post Graduate College, Dantewada",DANTEWADA,
202337601117,Road-01 construction work part-01 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA,
202437601824,Construction of ramp for CT scan access in the district hospital,DANTEWADA,
202437601846,"Swami Atmanand Utkrisht (Hindi Medium) Govt. Secondary School, Geedam for vehicle insurance, repair and honorarium amount",GEEDAM,
202437602166,Construction of women and men toilets in Jawahar Navodaya Vidyalaya Barsoor,GEEDAM,
202137600336,CC road construction work from Manbati Ghar to Lakhmu Ghar in Ward No. 15,GEEDAM,
202437601562,"Dismantling and construction of cycle stand in Government High School, Amvarabhata.",DANTEWADA,
202337601155,"Construction of shops and cafes in Herbal Garden Orange Area, Amvarabhata, Dantewada, Part-05",DANTEWADA,
202337601154,"Construction of shops and cafes in Herbal Garden Orange Area, Amvarabhata, Dantewada, Part-04",DANTEWADA,
202337601097,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-07,DANTEWADA,
202337601096,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-06,DANTEWADA,
202537600638,Repair work of toilet for the community in the court premises located in Dantewada Ward No. 06.,DANTEWADA ,
202337601137,Construction work in Herbal Garden Orange Area Amvarabhata Dantewada Part-04,DANTEWADA,
202337601110,Construction work in Herbal Garden Orange Area Amwarabhata Dantewada Part-03,DANTEWADA,
202437601560,Boundary wall and painting work in Government High School Amvarabhata.,DANTEWADA,
202437602619,Choo Lo Aasman Residential Complex Balud and Karli: Weekly series of tests conducted by third party for the month of November,DANTEWADA,
202337600683,Solar street light installation work behind the petrol pump under Nagar Panchayat-Gidam,GEEDAM,
202537600103,"Proposal received from Gram Panchayat Kumharras for purchase of 1 kayak (canoe), 2 paddle boats and 10 life jackets as per requirement in the dam.",DANTEWADA,
202437601782,Construction of kitchen shed and storeroom for self-help group.,GEEDAM,
202537600086,Aadhaar print work for children aged 0 to 6 years,DANTEWADA,
202537600533,Ticket count room construction work at Barsoor Old Pond.,GEEDAM,
202437601621,Painting work under Bala Features program in four PM Shri schools operating under Dantewada district.,DANTEWADA,
202337601092,Decorative material manufacturing work in Herbal Garden Orange Area Amvarabhata Dantewada Part-02,DANTEWADA,
202237600098,"RCC slab drain construction work from Nagesh Ghar to Bhan Ghar, Ward No. 04",KUWAKONDA,
202337601554,DAV Chief Minister Public School Parcheli and Hitawar work 2023-24,DANTEWADA,
202137600329,Anganwadi Centre repair work in ward number 09 in Nagar Panchayat-Geedam,GEEDAM,
202437600769,Mitanin trainers and block coordinators and training of service providers under NQAS program.,DANTEWADA,
202437601565,"Roof repair and roof sitting work at Government High School, Amvarabhata.",DANTEWADA,
202537600147,"52 seater bus vehicle supply work for Government GNM Training Centre, Part-2",DANTEWADA,
202437601293,Renovation work of Lakshya Coaching Center Dantewada,DANTEWADA,
202437601932,21 children selected for their horse riding talent in Sahastra Bal Outreach Programme,DANTEWADA,
202437602794,For the operation of Eco Heritage Express in Dantewada district,DANTEWADA,
202237600491,CC Ghat construction work Ward No.-01,DANTEWADA,
202537600178,For making promotional videos related to tourism and other works to promote tourism in various areas of Dantewada district.,DANTEWADA,
202237600473,Anganwadi repair work Ward No. 14,GEEDAM,
202437600443,Training work for production of vegetables which are consumed in large quantities locally.,DANTEWADA,
202137600309,RCC drain construction work up to cultural building in ward no. 05,GEEDAM,
202237600293,Projector supply work at Barsur Hot-Bazar,GEEDAM,
202237601102,Hand stick supply work for the disabled/elderly people of the district,DANTEWADA,
202337601252,"Hand stick supply work for the disabled and elderly people of the district, Part-Five",DANTEWADA,
202437601780,Shop construction work for self-help group.,GEEDAM,
202237600317,Toilet construction work 01 No. Tehsil Office Barsur,GEEDAM,
202337600225,Wheelchair supply work for the disabled/elderly people of the district,DANTEWADA,
202237601289,Wheelchair supply work to the disabled/elderly people of the district,DANTEWADA,
202237601303,Providing hearing aids to the elderly for the disabled people of the district,DANTEWADA,
202337601351,"Providing hearing aids to the disabled/elderly people of the district, Part-7",DANTEWADA,
202237601200,Walker supply work for the disabled/elderly people of the district,DANTEWADA,
202437601544,Instructor's honorarium for imparting Rani Laxmibai self-defense training to girls studying in secondary and high/higher secondary schools run in the district. (Total 12 months),DANTEWADA,
202337600798,"Supply of hearing aids and commodes to the disabled/elderly people of the district, Part-Four",DANTEWADA,
202237601302,Supply of folding walkers to the disabled/elderly people of the district,DANTEWADA,
202137600533,Repairing work of the delivery room and store room of the Primary Health Centre,GEEDAM,
202137600300,"Drain construction work up to Santu Yadav's house in Jiyapara, Ward No. 03",DANTEWADA,
202537600428,Documentary production work on the work being done to promote sports and beautify sports grounds,GEEDAM,
202337600056,"Boundary wall construction work at Swami Atmanand Hindi Medium School, Kirandul",KUWAKONDA,
202437600530,Call center operation work in District Office Joint Building Dantewada.,DANTEWADA,
202537600443,Payment work for organizing work from 9.11.2024 to 12.11.2024 in Bastar Alopink 2024.,GEEDAM,
202537600699,1 No. Low Bed Single Trolley (Two Wheeler) for catching stray cattle/cows,DANTEWADA,
202537600701,1 piece Low bed single trolley for catching cows (two wheeler),GEEDAM,
202537600703,1 piece Low bed single trolley for catching cows (two wheeler),DANTEWADA,
202537600705,1 piece Low bed single trolley for catching cows (two wheeler),DANTEWADA,
202537600749,Payment of recruitment as per the appointment criteria of development block coordinators working in Yuvoday program from August 2025.,DANTEWADA,
202537600548,Improvement of drinking water/water supply system for prisoners lodged in the jail.,DANTEWADA ,
202237600472,"CC road construction work from old CC road to Primary Health Centre, Ward No. 6",GEEDAM,
202137600302,Drain construction work from Pintu's house to Ajay Nayak's house in ward number 03,DANTEWADA,
202437601811,Revised work of road construction work from Dantewada Kirandul to Government Shop Bacheli,DANTEWADA,
202537600096,Various government benefits to migrant workers of Dantewada district,DANTEWADA,
202437602629,"To promote tourism areas in Dantewada district, work related to making of coffee table books and purchasing photographs, Part-02",DANTEWADA,
202437602628,"To promote tourism areas in Dantewada district, work related to production of coffee table books and purchase of photographs, Part-01",DANTEWADA,
202437601352,Test series supply work for students of classes 9th to 12th studying in Dantewada district,DANTEWADA,
202337601111,Toilet Block Construction Work Part-02 in Herbal Garden Orange Area Amwarabhata Dantewada,DANTEWADA,
202537600291,"Renovation and toilet work, Girls Campus, Patarras",DANTEWADA,
202537600284,Renovation and Toilet Work Navgurukul Girls Residential Geedam,GEEDAM,
202437600367,CC road construction work from Mukesh Ghar to Chunna Gupta,GEEDAM,
202537600360,Toilet repair work at Bal Ashram Barsoor,GEEDAM,
202537600388,Toilet repair work in Post-I Girls Hostel Kirandul.,KUWAKONDA,
202537600390,Toilet repair work in Pre.I. Boys Hostel Kirandul.,KUWAKONDA,
202537600389,Toilet repair work in Post-I Boys Hostel Kirandul.,KUWAKONDA,
202537600467,"Purchase of musical instruments for Swami Atmanand Government Excellent Hindi Medium School, Girls Education Complex Higher Secondary School, Dantewada.",DANTEWADA,
202437602811,Necessary equipment and material work for podcased unit for running community radio station in Dantewada district,DANTEWADA,
202537600285,Renovation and Toilet Work Old Post Matric Boys Hostel Geedam,GEEDAM,
202537600283,Renovation and Toilet Work Girls Campus Geedam,GEEDAM,
202537600359,Toilet repair work at Kanya Ashram Barsoor,GEEDAM,
202537600387,Toilet repair work in Pre.I. Boys Hostel Badetumnar.,DANTEWADA,
202437602591,Purchase of 4 pre-fabricated toilets for men and women,DANTEWADA,
202537600538,Work of street light installation work from Main Road Dantewada to District Session Court Building Dantewada Main Gate in District Session Court Building Dantewada.,DANTEWADA,
202537600813,Purchase of radium belts for stray animals for their safety in Dantewada district.,DANTEWADA ,
202537600901,Additional cleaning work in Garpanchayat Geedam for 20 employees and payment of honorarium from October 2025 to September 2026.,DANTEWADA,
202437601644,"Installation of water ATM room and mini RO plant in ward no. 05, Shaheed Chowk, Barsoor",GEEDAM,
202437601643,"Installation of water ATM room and mini RO plant in Ward No. 05, Atal Chowk",GEEDAM,
202337601129,Road-05 construction work part-02 in Herbal Garden Orange Area Amvarabhata Dantewada,DANTEWADA,
202337601052,Road-05 construction work part-01 in Herbal Garden Orange Area Amvarabhatha Dantewada,DANTEWADA ,
202237600993,Renovation work of secondary school building Sonapara Geedam,GEEDAM,
202437602332,"Renovation work of primary school building, Geedam",GEEDAM,
202237601019,Renovation work of Government Girls Higher Secondary School - Barsoor,GEEDAM,
202237600992,"Renovation work of Girls Secondary School, Geedam",GEEDAM,
202537600196,40 Yuva Uday volunteers participated in a workshop at IIT Bhilai and their educational tour,DANTEWADA,
202537600231,"Purchase of books related to music, folk songs, dance, painting and other arts as per the demand of Music and Arts College, Jawanga.",DANTEWADA,
202137600332,Construction of boundary wall in Anganwadi in ward no. 11,GEEDAM,
202337601446,Anganwadi building renovation work Ward No.-16 Center No.-02 Bade Bacheli,DANTEWADA,
202337601619,Herbal Garden Area Amvarabhata Wall Construction Work Part-15,DANTEWADA,
202337601603,Herbal Garden Area Amvarabhata Wall Construction Work Part-16,DANTEWADA,
202437601496,"Purchase of pen drives, sanitary vending machines and irrigators for Anganwadi centres.",DANTEWADA,
202537600690,Work of installing AC in the Physics room of Science Centre Dantewada,DANTEWADA,
202537600691,Work of installing AC in the Biology room of Science Centre Dantewada,DANTEWADA,
202537600692,Work of installing AC in the space room of Science Centre Dantewada,DANTEWADA,
202537600693,Work of installing AC in the miniature room of Science Centre Dantewada,DANTEWADA,
250183818948,"Installation of AC in the gaming room at Science Centre, Dantewada",DANTEWADA,
202537600757,Registration fee provision work of 376 farmers in paddy seed production program in Kharif year 2025-26.,DANTEWADA,
202137600330,"Culvert construction work from Sakuru Ghar to Jhori Ghar, Ward No. 10",GEEDAM,
202437601077,Yuvodaya under Dantewada district area participated in the workshop and educational tour organized by IIT Bhilai.,DANTEWADA,
202237600983,Renovation work of Primary School Building Gyanjyoti Mavalguda Barsur,GEEDAM,
202437601554,Tree plantation work along with 02 borewells behind the under construction mini stadium of Nagar Panchayat Barsoor,GEEDAM,
202237600984,Renovation work of Primary School Building Samarthpara Barsur,GEEDAM,
202237601033,Renovation work of Primary School Awarabhata,DANTEWADA,
202437601256,Electrical work and plumbing work in the district hospital,DANTEWADA,
202437602724,"Bore mining work near old LIC building, bus stand, ward no. 04, Dantewada",DANTEWADA,
202437602729,Bore mining work in the park near the water tank in Ward No. 02,DANTEWADA,
202237600985,Renovation work of primary school building Nayapara Barsur,GEEDAM,
202237600987,"Renovation work of Primary School Building, Kadtipara Geedam",GEEDAM,
202537600689,AC installation work at Science Centre Dantewada,DANTEWADA,
202137600499,Stair construction work in the district hospital premises,DANTEWADA,
202237601105,Providing elbow sticks for the disabled people of the district,DANTEWADA,
202337601250,"Elbow stick supply work for the disabled people of the district, Part-3",DANTEWADA,
202537600026,"Purchase of Almirah (2 Nos.), Glass Almirah (2 Nos.), Office Table (1 No.), Computer Table (1 No.) and other necessary items in Operation Theatre and Diagnostic Facility Room",DANTEWADA ,
202437602726,"Bore mining work near Sulabh toilet in Ward No. 06 Court Colony, Dantewada",DANTEWADA,
202437602728,"Bore mining work in Anganwadi Ward No. 03, Dantewada",DANTEWADA,
202437601576,"Construction of access road and repair of washroom in Government High School, Amvarabhata.",DANTEWADA,
202337600111,"Construction of entrance gate in Swami Atmanand Hindi Medium School, Old Girls Higher Secondary School, Patarras",DANTEWADA,
202437602903,"Bore mining work in former secondary school Nayapara in ward no. 12, Dantewada",DANTEWADA,
202437602723,"Bore mining work near Municipal Pump House in Ward No. 06, Dantewada",DANTEWADA,
202437602725,"Bore mining work behind Sahu grocery shop in Ward No. 09 Manjhipadar, Dantewada",DANTEWADA,
202437602727,"Bore mining work in Ward No. 03 Bhairav ​​Baba Temple, Dantewada",DANTEWADA,
202437601781,Construction of CC road for self-help group access road.,GEEDAM,
202437602497,Bore mining work near Narayan Temple,DANTEWADA,
202537600216,Freshwater Aquaculture Farmer Training Operation in Fisheries Department under Chief Minister Skill Scheme in Dantewada District,DANTEWADA ,
202237600982,Renovation work of primary school building Mundatikrapara Barsur,GEEDAM,
202337601447,"Anganwadi building renovation work, Ward No. 18, Bade Bacheli",DANTEWADA,
202537600889,"Additional cleaning work in Kirandul Municipality, 17 employees' honorarium payment work. From October 2025 to September 2026.",KUWAKONDA,
202537600542,"Production of coffee table books and purchase of photography work for promotion of tourism areas in Dantewada district, Part 03.",DANTEWADA ,
202437601646,Partition/water supply construction work of Sakhi One Stop Centre,DANTEWADA,
202437602840,After appointment of Ophthalmologist in District Hospital Dantewada (for 1 month) for honorarium work,DANTEWADA,
202437600860,Aptitude test work for admission in Khairagarh Music University in the academic session 2024-25,DANTEWADA,
202437602707,Procurement work for supply of sports equipment for Thai boxing players,DANTEWADA,
202437601006,Three months training work at Swavalamban Training Dev Sanskriti Vishwavidyalaya Gayatri Kunj Haridwar for Printing Publishing and Designing (PPD) training.,DANTEWADA,
202437601294,Boundary wall construction work in Ward No. 02 Nari Niketan Dantewada,DANTEWADA,
202537600296,Renovation and Toilet Work Model Hostel Dantewada,DANTEWADA,
202437602708,The Dental OPD operated under the District Hospital Dantewada is located on the ground floor.,DANTEWADA,
202337600226,Supply of hearing aids to the disabled/elderly people of the district,DANTEWADA,
202237601290,Supply of hearing aids to the elderly for the disabled people of the district,DANTEWADA,
202437600161,Strengthening of Millet Cafe (promotion of millet products and creation of source of income for women group),DANTEWADA,
202537600286,Renovation and Toilet Work Pre Ma Boys Hostel Geedam,GEEDAM,
202537600241,Maintenance of machines of Operation Theatre and Diagnostic Facility Centre and others (02 years),DANTEWADA ,
202437602578,District level badminton competition 03 days organizing work,DANTEWADA,
202437600274,For organizing the district level annual Koya Karsad fair in Dantewada.,DANTEWADA,
202437602260,Chat GPT Health Assistant Deployment Help Improve Health Services and Provide Patient Care,DANTEWADA,
202537600630,Work to include sports students of Dantewada district in the division level selection competition in the year 2025-26.,DANTEWADA ,
202437601112,"Establishment of facilities like breastfeeding rooms/changing rooms for women and children in public places like railway stations, bus stands, government hospitals, market places, all government offices, commercial complexes and parks etc.",DANTEWADA,
202437600021,Diesel expenditure for Chhoo Lo Aasman Girls/Boys Residential School Karli/Balud operated in the district for 2022-23 and for inclusion of students in JEE Mains examination 2024.,DANTEWADA,
202337601153,"Construction of shops and cafes in Herbal Garden Orange Area, Amvarabhata, Dantewada, Part-03",DANTEWADA,
202537600093,Cutting of naturally grown trees at the construction site of houses for youth preparing for competitive exams,DANTEWADA,
202337600257,To encourage social/educational sports and other activities for the youth of the district.,DANTEWADA,
202537600153,Mallakhamb program for 26 January 2025,DANTEWADA,
202537600658,Gym Bhawan bore mining work in Ward No. 12.,GEEDAM,
202437602229,Additional revised work of purchasing essential material like sports shoes and socks for the students studying in Pota Cabin operated in the district.,DANTEWADA,
202537600513,Construction work of new pipeline in Manjhipadar.,DANTEWADA,
202537600267,Promotion of organic products at divisional and district level,DANTEWADA ,
202237600731,Maintenance and repair work of various Nava Dantewada Garment Factories built in the district,DANTEWADA,
202437601245,UPS battery installation work in the CT scan room of the district hospital,DANTEWADA,
202537600274,Renovation and Toilet Work Pre M. ST Boys Hostel Dantewada,DANTEWADA,
202437601354,Appointment of female employee for successful operation/supervision of the facility centre (from September 2024 to August 2025),DANTEWADA,
202537600264,"01 tube well excavation work in Gaushala Danteshwari Temple, Dantewada",DANTEWADA,
202437601570,Stage construction work in Ward No. 2 Children's Park.,DANTEWADA,
202437602586,Purchase of musical instruments for practice for students of the district studying at Khairagarh Music University in the academic session 2024-25,DANTEWADA,
202537600755,Electrification work in 46 schools without electricity in the government primary and secondary schools run in the district.,DANTEWADA,
202337601249,"Walker supply work for the disabled/elderly people of the district, Part-2",DANTEWADA,
202237601098,Walker supply work for the disabled/elderly people of the district,DANTEWADA,
202237600070,Putting and painting work of OTS hall in District Hospital Dantewada,DANTEWADA,
202437601101,Bore mining work in Herbal Garden area Amvarabhata Part-02,DANTEWADA,
202437601100,Bore Mining Work in Herbal Garden Area Amwarabhata Part-01,DANTEWADA,
202437601105,Bore mining work in the garden area of ​​Dantewada Forest Division,DANTEWADA,
202437602160,Prefabricated toilet construction work Barsoor Stay House,GEEDAM,
202437602161,Prefabricated toilet construction work Barsoor Hat Bazaar Ganesh Temple work,GEEDAM,
202437600346,VHSND kit for medical equipment and maintenance for conducting first aid check-up/treatment during VHSND session and for tour in Dantewada district.,DANTEWADA,
202537600909,Appointment and honorarium payment work of Block Coordinators for Yuvoday Program (Joint effort of District Administration Dantewada and UNICEF) from May 2025.,DANTEWADA,
202137600328,Culvert construction work on BT Road in Ward No. 09,GEEDAM,
202237600069,Construction of generator shed and platform at Covid Hospital Geedam,GEEDAM,
202537600890,Payment of honorarium to 11 additional sanitation workers in Nagar Panchayat Barsur from October 2025 to September 2026.,GEEDAM,
202437602637,Supply of mobile toilet with 02 seater water tank near ward number 06 municipal office,DANTEWADA,
202437602642,Installation of 2 seater mobile toilet with water tank at a distance of 50 meters near Sonadai Mata Temple.,GEEDAM,
202437602640,Installation of 2 seater mobile toilet with water tank at a distance of 40 meters near Ganesh temple.,GEEDAM,
202437602641,Installation of a 2-seater mobile toilet with a water tank at a distance of 35 meters near the Mama Bhanja temple.,GEEDAM,
202437602643,Installation of 2 seater mobile toilet with water tank at a distance of 35 meters near Atmanand School.,GEEDAM,
202437602639,Installation of 2 seater mobile toilet with water tank at a distance of 30 meters near Batisa Temple.,GEEDAM,
202437602638,"Provision of mobile toilet with 02 seater water tank near Dankani river Chhat Ghat, Ward No. 05",DANTEWADA,
202437601935,Establishment of Electronic Manufacturing Cluster in Dantewada district,DANTEWADA,
202437600682,Call centre established in District Hospital Dantewada to track pregnant women of the district and create awareness for institutional delivery.,DANTEWADA,
202437601012,Purchase of essential materials for the benefit of students in English Medium School Kirandul and Boys/Girls Residential Hostel Kirandul operated in the district.,KUWAKONDA,
202437601777,Installation of pipeline for operation of hotel of self-help group,GEEDAM,
202537600212,"Dr. Narjit Kaur, Medical Officer, 30 Bed Hospital, Kirandul, Additional Honorary Work",DANTEWADA ,
202437601532,Establishment of control room for battery bank of solar power plant installed in sub health centre of village Kirandul.,KUWAKONDA,
202537600534,Pottery hut construction work to promote tourism (Barsur Stay House),GEEDAM,
202537600535,Pottery hut construction work (Muchnar Stay House) to promote tourism,GEEDAM,
202537600696,Work of installing AC in the electrical room of Science Centre Dantewada,DANTEWADA,
202537601017,Supply work of providing Mantra device to BC Sakhi/VLE in 44 villages of Dantewada development block.,DANTEWADA,
202537600695,Work of installing AC in the Agriculture Room at Science Centre Dantewada,DANTEWADA,
202437601818,For printing of Nutrition Seminar booklet for strengthening the Nutrition Chaupal organized under Nutrition Campaign in Anganwadi centers.,DANTEWADA,
202537600209,Gardener training work conducted in the Horticulture Department under the Chief Minister's Skill Scheme in Dantewada district,DANTEWADA ,
202137600312,RCC drain construction work on Bastimal Chandak Ghar to Jain Mandir Marg in Ward No. 06,GEEDAM,
202537600218,Fish seed fingerlings supply work to 100 private fish farmers,DANTEWADA,
202437602944,Construction work of sharp pit in the district hospital,DANTEWADA,
202437601857,Training Honorarium Work for Physical Examination of Candidates Selected in Agniveer Written Examination Part-2,DANTEWADA,
202437602074,Procurement work for Asian Thaiboxing Championship in Goa,DANTEWADA,
202437601640,T-shirt distribution for the participants of Tiranga Run event,DANTEWADA,
202137600324,CC road construction work from Jagdev Ghar to main road in ward no. 09,GEEDAM,
202437602230,"Purchase of essential items (T-shirts, pants and trek suits) for the students studying in Ponta Cabin operated in the district.",DANTEWADA,
202437602928,Approval of additional amount for the purchase of 02 Force Ambulances at District Hospital Dantewada.,DANTEWADA,
202537600206,Purkhati documents book purchase work for libraries of total 107 educational institutions operating in Dantewada,DANTEWADA ,
202337600383,"Transformer work at Chhoo Lo Aasman Complex, Karli",DANTEWADA,
202437602009,Purchase work for organizing DOS competition to enhance the talent of the children of the district.,DANTEWADA,
202537600125,Dustbin 120 litre capacity (with 2 wheels) 10 nos Dantewada,DANTEWADA,
202237600258,Community Union Shed Construction and Fencing Work for Block Plantation (NREGA Convergence),KUWAKONDA,ARBE
202537600885,Bamboo rafting work to promote eco-tourism and provide employment opportunities to local youth under Dantewada district.,DANTEWADA ,
202437601288,"Under the Nipun Bharat program, two schools in the district have been developed as Nipun schools.",DANTEWADA,
202537601018,Supply work of providing Mantra device to BC Sakhi/VLE in 32 villages of development block Geedam.,GEEDAM,
202137600323,Culvert construction work Nuri Maulana Ghar Ward No. 08,GEEDAM,
202137600337,Culvert construction work near Mahesh Rana's house in Ward No. 15,GEEDAM,
202137600335,Culvert construction work in Lalsai Para Ward No. 14,GEEDAM,
202437602934,"Physical education teacher appointed in Potakebin Gumda operated under the district, honorarium amount for five months work",DANTEWADA,
202437601255,Construction of sterilization room in the OT ward of the district hospital,DANTEWADA,
202137600326,CC road construction work from Suraj Ghar to Sonu Ghar in ward no. 09,GEEDAM,
202537600210,Dairy farming training operation work in the veterinary department under the Chief Minister's Skill Scheme in Dantewada district,DANTEWADA ,
202437602494,Medicine supply work in the development block stable,GEEDAM,
202437602618,"Educational tour of 100 students and 10 teachers of Swami Atmanand Utkrisht English Medium School, Barsoor, operating in Dantewada district.",DANTEWADA,
202537600953,Accelerated Breed Improvement Programme using Sex Sorted Semen supply work under Rashtriya Gokul Mission.,DANTEWADA,
202537601016,Supply work of providing Mantra device to BC Sakhi/VLE in 24 villages of development block Kuakonda.,KUWAKONDA ,
202437600872,"Mixed orchard plantation work, plant number 80, Gauthan, pond.",GEEDAM,
202437601531,Training honorarium work for physical examination of candidates selected in Agniveer written examination,DANTEWADA,
202537600259,"Organization Nava Dantewada Radio Operation, Important role of radio jockey in radio broadcasting, Training of local youth as radio jockeys",DANTEWADA,
202537600806,Purchase of pit digger in Government Garden Nursery Kirandul.,DANTEWADA,
202437601542,Dismantlement/replacement work of Solar Steam Cooking Plant installed at Aastha Gurukul (Kanya Ashram) Dantewada under Dantewada district.,DANTEWADA,
202437601752,Operational work to promote sports activities in colleges,DANTEWADA,
202337601005,"Funding work at Lakshya Competition Coaching Centre, Dantewada, operated in the district.",DANTEWADA,
202437602963,"Supply of dholak, tabla, harmonium, cymbals, manjira and carpet to cultural groups in 100 gram panchayats of Dantewada district.",DANTEWADA,
202437600773,"Under the Chief Minister's Nutrition Scheme, the work of providing additional funds from April 2022 to October 2022",GEEDAM,
202537600205,"Under the Agristec project, procurement of biometric devices for registration of Farmer ID.",DANTEWADA,
202237600251,Electrification work at Model Hot-Bazar in Barsoor,GEEDAM,
202537600261,Installation of street light connection and on-grid solar power plant at various locations on the Dantewada to Katekalyan route.,DANTEWADA,
202437601050,Mixed orchard plantation work Plant number 20 Pond.,KUWAKONDA,ARBE
